Timestamp UTC	Action	Book ID	English	Domain	Context	Previous Status	New Status	Source Location	Commit	Notes
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	strong A_p condition	harmonic analysis	$A_p$ condition tested over axis-parallel rectangles	needs-review	needs-review	PDF 164 / printed 152	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	basis	differentiation theory	collection of open sets used to define a geometric maximal operator	needs-review	needs-review	PDF 165 / printed 153	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	two-weight inequality	harmonic analysis	norm inequality with different domain and target weights	needs-review	needs-review	PDF 166 / printed 154	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	testing condition	harmonic analysis	operator bound checked on a prescribed family of localized test functions	needs-review	needs-review	PDF 167 / printed 155	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	Littlewood--Paley theory	harmonic analysis	frequency decomposition and square-function estimates	needs-review	needs-review	PDF 171 / printed 159	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	Hörmander multiplier theorem	Fourier multipliers	multiplier criterion based on annular Sobolev estimates	needs-review	needs-review	PDF 175 / printed 163	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	Marcinkiewicz multiplier theorem	Fourier multipliers	bounded-variation multiplier criterion on dyadic intervals or rectangles	needs-review	needs-review	PDF 178 / printed 166	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	Bochner--Riesz multiplier	Fourier multipliers	radial multiplier with symbol $(1-|\xi|^2)_+^a$	needs-review	needs-review	PDF 180 / printed 168	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	Rademacher function	probability and harmonic analysis	periodic sign functions used in randomization arguments	needs-review	needs-review	PDF 189 / printed 177	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	dyadic spherical maximal function	harmonic analysis	maximal spherical average over dyadic radii	needs-review	needs-review	PDF 190 / printed 178	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	Hilbert transform along a parabola	singular integrals	principal-value transform along the curve $(t,t^2)$	needs-review	needs-review	PDF 191 / printed 179	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	Van der Corput lemma	oscillatory integrals	decay estimate controlled by a nonvanishing derivative of the phase	needs-review	needs-review	PDF 194 / printed 182	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	restriction theorem	Fourier analysis	bounded restriction of the Fourier transform to a measure-zero curved set	needs-review	needs-review	PDF 200 / printed 188	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	spherical maximal function	harmonic analysis	maximal average over spheres with continuous radius	needs-review	needs-review	PDF 203 / printed 191	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	Cotlar's lemma	operator theory	almost-orthogonality criterion for sums of Hilbert-space operators	needs-review	needs-review	PDF 207 / printed 195	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	Carleson measure	harmonic analysis	measure on the upper half-space controlled by tents over open sets	needs-review	needs-review	PDF 209 / printed 197	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	weak boundedness property	singular integrals	scaled test-function bound used in the T1 criterion	needs-review	needs-review	PDF 214 / printed 202	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	paraproduct	harmonic analysis	operator used to prescribe T1 and T*1 data	needs-review	needs-review	PDF 222 / printed 210	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	bilinear Hilbert transform	harmonic analysis	the bilinear singular integral H_1	needs-review	needs-review	PDF 226 / printed 214	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
2026-08-10T04:42:13+00:00	initial-import	fourier-analysis	para-accretive	singular integrals	bounded function satisfying the stated quantitative nondegeneracy condition	needs-review	needs-review	PDF 227 / printed 215	943e53f63453d4ff93ab94ec98b3edf05ca8745f	Imported from the completed first-book terminology control file without approval changes.
